Season,Name,Team,O-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),EV,LA,wRC+,NameASCII,PlayerId,MLBAMID
2024,Aaron Judge,NYY,0.17651099,0.42019431,0.37743191,0.80293501,96.22869135604113,18.887951377731362,218.4323797981748,Aaron Judge,15640,592450
2022,Aaron Judge,NYY,0.23156533,0.42685026,0.44972067,0.83219955,95.77863604323308,14.893024798323935,206.15483678377262,Aaron Judge,15640,592450
2022,Yordan Alvarez,HOU,0.25595238,0.42642369,0.55813953,0.8976378,95.21854940878379,12.251697797338275,185.3695676784142,Yordan Alvarez,19556,670541
2024,Shohei Ohtani,LAD,0.2602546,0.47322058,0.51358696,0.81948718,95.80362513075313,16.212695516801777,181.14474125289487,Shohei Ohtani,19755,660271
2024,Kyle Tucker,HOU,0.16766467,0.41753343,0.5625,0.88888889,91.05638020833334,21.208921440972222,179.99180646557886,Kyle Tucker,18345,663656
2024,Juan Soto,NYY,0.18449712,0.3692932,0.62152778,0.86069652,94.18303571428571,10.680436555631868,179.63696849983626,Juan Soto,20123,665742
2023,Shohei Ohtani,LAA,0.29951299,0.48198003,0.50406504,0.81241565,94.39937017205057,13.187424563290028,179.4532030886358,Shohei Ohtani,19755,660271
2022,Mike Trout,LAA,0.23120837,0.43420428,0.57613169,0.78390462,91.58848307291667,24.628572591145833,175.87476170926516,Mike Trout,10155,545361
2022,Paul Goldschmidt,STL,0.23591285,0.41725287,0.61783439,0.81549815,90.71934101654847,15.733702026078605,175.43467587848605,Paul Goldschmidt,9218,502671
2023,Aaron Judge,NYY,0.17997978,0.41294056,0.30898876,0.7693575,97.64986761,20.38250809035042,172.1149568835673,Aaron Judge,15640,592450
2023,Ronald Acuña Jr.,ATL,0.22723962,0.46225737,0.67628205,0.8788501,94.71007254464286,7.411897873495989,170.9875350331074,Ronald Acuna Jr.,18401,660670
2023,Corey Seager,TEX,0.29934924,0.55146262,0.44565217,0.89083558,93.27183544303797,13.046287826344937,170.91323881977186,Corey Seager,13624,608369
2021,Byron Buxton,MIN,0.30669546,0.52972973,0.50704225,0.80747126,92.46493459302326,13.260347588117732,170.70003080421128,Byron Buxton,14161,621439
2021,Bryce Harper,PHI,0.25546875,0.4727197,0.48929664,0.77475248,92.47962295,13.293347133190883,170.48425745080436,Bryce Harper,11579,547180
2023,Yordan Alvarez,HOU,0.27821012,0.43658281,0.62937063,0.88117002,93.26638184,17.065476989746095,170.27996121295638,Yordan Alvarez,19556,670541
2024,Yordan Alvarez,HOU,0.3126615,0.4770318,0.64187328,0.89958159,93.05452615,18.255067510190216,167.8245587,Yordan Alvarez,19556,670541
2024,Bobby Witt Jr.,KCR,0.30839695,0.51153846,0.63861386,0.88012959,92.73165224210037,15.126766162290892,167.5444522877729,Bobby Witt Jr.,25764,677951
2023,Mookie Betts,LAD,0.17927994,0.38089971,0.56557377,0.93662864,92.39904532,20.55727883493257,166.45253366277686,Mookie Betts,13611,605141
2021,Vladimir Guerrero Jr.,TOR,0.23520126,0.47309685,0.44966443,0.83577053,95.12007162778905,9.354793277763692,165.70161871862166,Vladimir Guerrero Jr.,19611,665489
2024,Vladimir Guerrero Jr.,TOR,0.2596463,0.47976879,0.59752322,0.87201735,93.75097282088123,7.381128256453155,165.02650427515547,Vladimir Guerrero Jr.,19611,665489
2022,Jose Altuve,HOU,0.28756058,0.43804159,0.71629213,0.91450382,85.91297895,16.13251884833916,164.41354359861333,Jose Altuve,5417,514888
2021,Juan Soto,WSN,0.10930233,0.3502499,0.4822695,0.87922078,92.95353170399515,5.772694437613499,163.69397404985946,Juan Soto,20123,665742
2024,Brent Rooker,OAK,0.30519481,0.50168209,0.375,0.82374541,91.90940869272237,18.917100109501348,163.6351134236405,Brent Rooker,19627,667670
2023,Yandy Díaz,TBR,0.19244288,0.42554094,0.5890411,0.89795918,93.42974187935035,5.7301192493837005,163.2356909775227,Yandy Diaz,16578,650490
2023,Freddie Freeman,LAD,0.27030913,0.5099891,0.66223404,0.86964981,89.98160525048169,15.168289566775048,162.49068474850915,Freddie Freeman,5361,518692
2023,Matt Olson,ATL,0.26047359,0.4683053,0.64335664,0.78900883,93.71401675112612,16.079835084107547,161.0391829046083,Matt Olson,14344,621566
2024,Kerry Carpenter,DET,0.3125,0.50364299,0.47428571,0.83597884,90.43498883928571,17.67892665963955,159.62682090343304,Kerry Carpenter,25961,681481
2021,Brandon Belt,SFG,0.17893401,0.47178186,0.58156028,0.79104478,89.17678493923611,23.00521511501736,158.60968534952224,Brandon Belt,10264,474832
2021,Fernando Tatis Jr.,SDP,0.27687016,0.51331154,0.39440994,0.78764479,93.88178235,13.791183843845275,157.6987803343458,Fernando Tatis Jr.,19709,665487
2022,Freddie Freeman,LAD,0.27982955,0.49255898,0.71319797,0.87435099,91.33609678398058,13.611216463783915,157.36182044310345,Freddie Freeman,5361,518692
2021,Ronald Acuña Jr.,ATL,0.19040903,0.4278813,0.53333333,0.81030928,93.84441913,18.21787968,157.32891175727008,Ronald Acuna Jr.,18401,660670
2021,Yasmani Grandal,CHW,0.16287016,0.31891892,0.53846154,0.8556701,93.06468633395522,14.189663255985696,157.27173121599688,Yasmani Grandal,11368,518735
2024,Marcell Ozuna,ATL,0.27332457,0.4674181,0.51201923,0.80131723,92.13255990184757,14.49948465466224,155.9578867086725,Marcell Ozuna,10324,542303
2024,Carlos Correa,MIN,0.23953824,0.44581818,0.62650602,0.8836689,90.27281876192748,8.943263396052004,155.5010495,Carlos Correa,14162,621043
2024,Matt Wallner,MIN,0.26177024,0.4776699,0.42446043,0.7223796,92.79142640128968,21.62647453187004,155.45412932197945,Matt Wallner,26466,670242
2021,Luis Robert Jr.,CHW,0.39705882,0.61401674,0.5026455,0.84673367,91.09586895636792,13.706978276090801,155.0199489420947,Luis Robert Jr.,20043,673357
2024,Gunnar Henderson,BAL,0.23752635,0.44233425,0.54142012,0.86108165,92.80470398206751,9.214616570723685,154.74819388699385,Gunnar Henderson,26289,683002
2023,Jose Altuve,HOU,0.30833333,0.44701349,0.71814672,0.89473684,86.00861026,11.390005192286532,154.67441575901117,Jose Altuve,5417,514888
2021,Frank Schwindel,- - -,0.33898305,0.52069717,0.575,0.8836478,86.93472244032664,12.631908934320037,154.23156339854407,Frank Schwindel,15351,643524
2023,Juan Soto,SDP,0.17193676,0.35692095,0.59386973,0.89521345,93.22318004261363,6.657955100319603,153.95128280513023,Juan Soto,20123,665742
2024,Christian Yelich,MIL,0.2630814,0.45583596,0.59116022,0.88916877,91.09320126488095,5.212527306723934,152.71135080612416,Christian Yelich,11477,592885
2022,Manny Machado,SDP,0.31079967,0.50822438,0.5994695,0.84299517,91.50770763422818,16.00390625,151.89197100623315,Manny Machado,11493,592518
2024,Joc Pederson,ARI,0.30063966,0.43611111,0.64893617,0.84890656,92.16299579326923,16.997977388822115,151.2165634,Joc Pederson,11899,592626
2024,Ketel Marte,ARI,0.26628352,0.48103044,0.61510791,0.87850467,94.12544809850374,9.459616949,151.19261173078525,Ketel Marte,13613,606466
2021,Shohei Ohtani,LAA,0.26853852,0.45746326,0.46380697,0.76419753,93.58964503088663,16.75851227516352,150.46676504435462,Shohei Ohtani,19755,660271
2021,Aaron Judge,NYY,0.22030238,0.4253703,0.46732026,0.83046683,95.82280099936548,11.568825348984772,149.9826024255484,Aaron Judge,15640,592450
2022,Nolan Arenado,STL,0.31613432,0.48389867,0.67098446,0.90283401,88.70125192110656,21.711828012935452,149.23873319731655,Nolan Arenado,9777,571448
2022,Albert Pujols,STL,0.34610123,0.48231047,0.67193676,0.88915663,91.21294361676357,16.360805777616278,148.47397909800986,Albert Pujols,1177,405395
2021,Jesse Winker,CIN,0.22995781,0.44854881,0.6559633,0.87816456,90.59155554058908,10.809299512841235,148.14240397094358,Jesse Winker,13590,608385
2022,Julio Rodríguez,SEA,0.33024977,0.50191939,0.51820728,0.81132075,91.98864712465564,10.143374759203768,147.51493447290923,Julio Rodriguez,23697,677594
2021,Matt Olson,OAK,0.2265233,0.46935833,0.63607595,0.8346856,91.59852712391775,16.169009782535174,146.75145649450036,Matt Olson,14344,621566
2021,Corey Seager,LAD,0.26248217,0.53328561,0.4076087,0.84313725,91.03905577,10.666047615840517,146.26629338533422,Corey Seager,13624,608369
2021,Kyle Tucker,HOU,0.24976873,0.52477064,0.65185185,0.86727689,91.44499552505967,17.59040894428699,145.74856673743847,Kyle Tucker,18345,663656
2022,Juan Soto,- - -,0.15866388,0.35334539,0.6622807,0.8811749,90.96668252341921,9.116333865449356,145.72258107313874,Juan Soto,20123,665742
2021,Kyle Schwarber,- - -,0.20254403,0.41389728,0.55072464,0.79674797,92.27764423076923,15.404188219007555,145.2543943368363,Kyle Schwarber,16478,656941
2022,Yandy Díaz,TBR,0.19089147,0.41307371,0.70558376,0.91642651,92.19745186430318,7.740452910632622,145.17914806432864,Yandy Diaz,16578,650490
2024,Bryce Harper,PHI,0.33572453,0.52687296,0.52777778,0.87288136,91.03085649570025,13.487480182227996,144.98049519390483,Bryce Harper,11579,547180
2022,Joc Pederson,SFG,0.28121485,0.45697329,0.56,0.88076923,93.16222838261649,14.779384380600359,144.4071687835912,Joc Pederson,11899,592626
2021,Darin Ruf,SFG,0.20545977,0.3805374,0.54545455,0.85564304,93.02873325892857,9.823505859,144.36144290888666,Darin Ruf,9929,573131
2022,Mookie Betts,LAD,0.21271186,0.44151565,0.58167331,0.93057247,90.51895656,18.59156158382196,144.26631334521406,Mookie Betts,13611,605141
2022,Austin Riley,ATL,0.30582167,0.5153351,0.52289157,0.83932347,92.47894097222222,12.947827527369734,143.5500486416658,Austin Riley,18360,663586
2022,Eloy Jiménez,CHW,0.31687898,0.49787596,0.53768844,0.80361757,92.83761160714286,7.403932843889509,143.40664977753744,Eloy Jimenez,17484,650391
2022,Nathaniel Lowe,TEX,0.31286307,0.5219802,0.59681698,0.8639745,90.19904279,8.197149053350225,142.72031437494527,Nathaniel Lowe,19566,663993
2023,Matt Wallner,MIN,0.25568182,0.4708134,0.51111111,0.73109244,91.87436119595864,20.994423314144736,142.69101661727763,Matt Wallner,26466,670242
2021,Tyler O'Neill,STL,0.27016521,0.49758454,0.42446043,0.76994681,92.99990172955975,17.81591643327437,142.66600104101735,Tyler O'Neill,15711,641933
2023,Bryce Harper,PHI,0.34343434,0.51162791,0.48284314,0.81948882,91.81593100890208,9.148917812268175,142.51876888864786,Bryce Harper,11579,547180
2021,Trea Turner,- - -,0.25707155,0.49175714,0.54692557,0.87417943,89.57453558136551,11.368489917543634,142.50758213473318,Trea Turner,16252,607208
2022,Trayce Thompson,- - -,0.24155405,0.43936731,0.3986014,0.76470588,92.18337154388428,16.37129569,142.27486904760016,Trayce Thompson,9952,572204
2022,Shohei Ohtani,LAA,0.29270186,0.49253731,0.5862069,0.81071836,92.92500919117647,12.086336167279411,141.87001527617792,Shohei Ohtani,19755,660271
2024,Byron Buxton,MIN,0.33055556,0.54046639,0.44957983,0.8,91.72794785610465,19.799420497214147,141.69125742455327,Byron Buxton,14161,621439
2024,José Ramírez,CLE,0.31801866,0.49396709,0.73589165,0.92621145,89.21407401012891,19.59383632596685,141.2758984103557,Jose Ramirez,13510,608070
2024,Mookie Betts,LAD,0.20820821,0.40351734,0.63942308,0.93365696,89.91723079345088,21.434501436555415,141.04373162056183,Mookie Betts,13611,605141
2022,Andrés Giménez,CLE,0.37653737,0.52690802,0.60301508,0.84388807,87.79348606,11.708189928209459,140.95169372278434,Andres Gimenez,19950,665926
2022,Pete Alonso,NYM,0.31875463,0.49860391,0.60930233,0.87560976,89.79487284257323,18.220227101856693,140.8580395277207,Pete Alonso,19251,624413
2021,Buster Posey,SFG,0.2283737,0.44564599,0.64646465,0.82051282,88.48996345766129,8.670629095262097,140.81757252662743,Buster Posey,9166,457763
2021,Ketel Marte,ARI,0.25739645,0.45924876,0.67816092,0.907173,91.14063900089606,10.347083963373656,140.77644158927754,Ketel Marte,13613,606466
2024,Victor Robles,- - -,0.3120155,0.52259332,0.53416149,0.85983827,86.6589123,14.773601067760003,140.71802618745497,Victor Robles,18363,645302
2022,Jeff McNeil,NYM,0.28586066,0.53317191,0.74910394,0.89781022,86.89661623154008,12.794161639636076,140.46456842769373,Jeff McNeil,15362,643446
2021,Joey Votto,CIN,0.2287234,0.4390681,0.50387597,0.81440443,92.94685096153846,18.16059344951923,140.32996458469697,Joey Votto,4314,458015
2024,Corey Seager,TEX,0.2702407,0.53044872,0.48987854,0.88203753,92.13818230540898,13.505204897757256,140.32228220174673,Corey Seager,13624,608369
2024,Willson Contreras,STL,0.29505814,0.49782923,0.34975369,0.8,91.56071836890244,14.224598656631098,140.28404881438036,Willson Contreras,11609,575929
2021,Nick Castellanos,CIN,0.35329861,0.54923005,0.4987715,0.81948052,89.84278282752403,14.030926044170673,140.28213426297262,Nick Castellanos,11737,592206
2024,Jose Iglesias,NYM,0.40243902,0.52294455,0.78282828,0.9025788,85.67350551060268,8.874739510672432,140.26575276280295,Jose Iglesias,10231,578428
2023,Mitch Garver,TEX,0.17604618,0.3958042,0.56557377,0.85810811,89.99551876,20.532534590391354,140.1663795,Mitch Garver,15161,641598
2021,George Springer,TOR,0.20583717,0.45783133,0.47014925,0.82700422,89.44563949377829,19.007523066317873,140.1435230186328,George Springer,12856,543807
2023,Kyle Tucker,HOU,0.22122449,0.4688716,0.62730627,0.89614561,90.22381778258656,14.769766458650915,140.12396740453156,Kyle Tucker,18345,663656
2022,Rafael Devers,BOS,0.35549872,0.54480287,0.62589928,0.79724656,93.11285607993197,11.26158287082862,140.10477260873677,Rafael Devers,17350,646240
2022,José Ramírez,CLE,0.2972973,0.46097739,0.73426573,0.92694611,87.67090399667931,20.72036465731534,140.00021261532623,Jose Ramirez,13510,608070
2021,Bryan Reynolds,PIT,0.24515128,0.48816687,0.5,0.87125416,89.37986288265306,13.360020505598072,139.8216033903613,Bryan Reynolds,19326,668804
2021,José Ramírez,CLE,0.241033,0.42964072,0.72619048,0.92241379,90.01135596652267,18.303658207343414,139.77967140015403,Jose Ramirez,13510,608070
2023,Marcell Ozuna,ATL,0.29991715,0.48436179,0.5359116,0.84693878,91.78968394886364,15.618463689630682,139.7150677915841,Marcell Ozuna,10324,542303
2021,Brandon Crawford,SFG,0.29281768,0.5159176,0.50628931,0.8125,88.77887761780104,14.698658888252618,139.67776093736074,Brandon Crawford,5343,543063
2021,Max Muncy,LAD,0.15237302,0.3759244,0.46448087,0.85928962,91.15670711436171,15.21170628324468,139.36417480433613,Max Muncy,13301,571970
2022,William Contreras,ATL,0.28233831,0.44566624,0.49339207,0.77272727,90.43301880411255,6.139763109611742,139.22876359030326,William Contreras,20503,661388
2024,Jurickson Profar,SDP,0.22406015,0.45341615,0.67785235,0.89607635,91.07275391,13.441363104458514,139.20383401667448,Jurickson Profar,10815,595777
2022,Bryce Harper,PHI,0.3723042,0.55583438,0.57012195,0.82795699,92.10696432473776,11.776088047694493,139.18510857169528,Bryce Harper,11579,547180
2022,Carlos Correa,MIN,0.26666667,0.44357172,0.60365854,0.87919463,89.88746141975308,11.600495515046296,139.16724655124978,Carlos Correa,14162,621043
2024,Randal Grichuk,ARI,0.28298279,0.4738806,0.58783784,0.92222222,90.66595955442584,17.010236384195576,139.09884843451755,Randal Grichuk,10243,545341
2021,Giancarlo Stanton,NYY,0.2736,0.44171524,0.48245614,0.80111266,95.10109641335227,10.278155933726918,138.1502517466922,Giancarlo Stanton,4949,519317
2023,Brandon Belt,TOR,0.18776824,0.40755136,0.45142857,0.78711986,88.66096754807693,19.812408603766027,137.88845223571215,Brandon Belt,10264,474832
2024,Seiya Suzuki,CHC,0.20779221,0.39617377,0.5625,0.85094851,91.70488556338029,16.17592252238413,137.7878387,Seiya Suzuki,30116,673548
2022,Michael Harris II,ATL,0.39140811,0.52205438,0.51829268,0.86753731,89.49339139344262,4.516647989241803,137.32507205897343,Michael Harris II,25931,671739
2022,José Abreu,CHW,0.29588015,0.47341401,0.58734177,0.88169643,92.18051945993915,7.956433526400862,137.28691392838536,Jose Abreu,15676,547989
2024,Freddie Freeman,LAD,0.26299213,0.49345498,0.71257485,0.86043956,89.41004340277777,14.343694661458333,137.26664307154178,Freddie Freeman,5361,518692
2023,Nolan Jones,COL,0.2585034,0.41514649,0.60087719,0.75143403,90.08300781,9.801081809676996,137.16029125228062,Nolan Jones,20529,666134
2023,Ryan Jeffers,MIN,0.31285714,0.45180723,0.57990868,0.82414698,90.48332253886011,17.221556984698836,137.13553307469596,Ryan Jeffers,24618,680777
2021,Yordan Alvarez,HOU,0.27586207,0.43000418,0.57267442,0.89635036,93.15018242385787,14.10658287396891,136.9499108537178,Yordan Alvarez,19556,670541
2021,AJ Pollock,LAD,0.31301939,0.52764505,0.50884956,0.87751371,90.31939376027961,11.960780093544408,136.86262914607624,AJ Pollock,9256,572041
2022,Alex Bregman,HOU,0.18076028,0.40261801,0.69098712,0.91176471,88.91220703,19.486519368489585,136.79692832325603,Alex Bregman,17678,608324
2022,Taylor Ward,LAA,0.20859445,0.41401828,0.57081545,0.87465181,89.98313819261213,15.78113018,136.44091182771547,Taylor Ward,17548,621493
2021,Brandon Lowe,TBR,0.28870293,0.52415562,0.47246377,0.77866061,89.33590565557066,16.930888300356656,136.42345818863697,Brandon Lowe,18882,664040
2024,Francisco Lindor,NYM,0.28235294,0.48424175,0.59444444,0.86046512,90.84996631160165,17.145369449435318,136.32416259471506,Francisco Lindor,12916,596019
2023,Cody Bellinger,CHC,0.30907278,0.49907322,0.6483871,0.87874837,87.87197104018912,17.237190408909573,136.28315088097972,Cody Bellinger,15998,641355
2021,Austin Riley,ATL,0.30499627,0.5017341,0.53300733,0.82978723,90.09318281615926,14.174003082918619,136.21561590172186,Austin Riley,18360,663586
2021,Freddie Freeman,ATL,0.26161919,0.51041667,0.70487106,0.84359726,91.41053580465586,11.970610213183198,135.99503371937433,Freddie Freeman,5361,518692
2023,J.P. Crawford,SEA,0.18515625,0.38493724,0.6371308,0.89419355,88.25456686580883,15.082863357655867,135.95291471861393,J.P. Crawford,15491,641487
2022,Vinnie Pasquantino,KCR,0.25621415,0.45813282,0.71641791,0.9122807,91.20263672,12.144205365862165,135.9328504738303,Vinnie Pasquantino,27676,686469
2021,Paul Goldschmidt,STL,0.2443609,0.44165758,0.68615385,0.80561798,92.55035828025478,17.109778272624734,135.91614470511175,Paul Goldschmidt,9218,502671
2023,Isaac Paredes,TBR,0.2852459,0.45665962,0.67816092,0.8989071,86.92575096899225,22.158937439437985,135.90487801939136,Isaac Paredes,20036,670623
2021,Cedric Mullins,BAL,0.27438541,0.45092736,0.65895954,0.8818514,89.38609936575052,14.80088241609408,135.59351174497044,Cedric Mullins,17929,656775
2024,Kyle Schwarber,PHI,0.20704225,0.39964789,0.44217687,0.79429251,93.55561023622047,14.965549899524278,135.2821344279772,Kyle Schwarber,16478,656941
2021,Brandon Nimmo,NYM,0.14431487,0.42088197,0.51515152,0.85454545,89.30258969907408,8.84596535,135.2182599974683,Brandon Nimmo,12927,607043
2023,Edouard Julien,MIN,0.14827995,0.37579618,0.424,0.80725191,89.45422535211267,7.955531447,135.08804534478705,Edouard Julien,27534,666397
2022,Adley Rutschman,BAL,0.22830189,0.4051767,0.68595041,0.91083916,87.90286458333334,15.566903831845238,135.08655714185755,Adley Rutschman,26288,668939
2024,Riley Greene,DET,0.24017094,0.44118878,0.5480427,0.82794308,91.28578345070423,12.191286586707747,134.9764257397976,Riley Greene,25976,682985
2024,Mark Vientos,NYM,0.31054461,0.49827982,0.45522388,0.78036606,91.15794410842294,11.512039895553315,134.9179492025891,Mark Vientos,22184,668901
2023,J.D. Martinez,LAD,0.3304721,0.53029491,0.37012987,0.81350954,93.40290369027304,16.844093296715016,134.85175294645947,J.D. Martinez,6184,502110
2024,Fernando Tatis Jr.,SDP,0.28211921,0.51128304,0.49295775,0.8362069,93.52438819,9.969273851407285,134.81466469097313,Fernando Tatis Jr.,19709,665487
2024,Max Muncy,LAD,0.2,0.40645695,0.38709677,0.8147139,90.21446724,26.646387307040662,134.80659893907944,Max Muncy,13301,571970
2022,Byron Buxton,MIN,0.26603001,0.4676259,0.42051282,0.78846154,92.87888020833333,21.39261284722222,134.62762882587776,Byron Buxton,14161,621439
2023,Wilmer Flores,SFG,0.28134879,0.44906667,0.74906367,0.89391304,86.35929551235465,22.035586334938227,134.21160817613304,Wilmer Flores,5827,527038
2024,Rafael Devers,BOS,0.30092205,0.50863158,0.62395543,0.75618375,93.18635471204189,11.59976531822644,134.06199399633857,Rafael Devers,17350,646240
2023,Mike Trout,LAA,0.18317503,0.44365285,0.5037037,0.81454545,91.86050326152913,19.287711430521846,133.9560107602879,Mike Trout,10155,545361
2022,Willson Contreras,CHC,0.32017076,0.50554939,0.50333333,0.81669394,90.41640119,8.494220696844856,133.83647117282203,Willson Contreras,11609,575929
2024,Teoscar Hernández,LAD,0.2922231,0.51150307,0.42204301,0.78690229,90.60985232,10.254621015819826,133.55360056226286,Teoscar Hernandez,13066,606192
2022,Starling Marte,NYM,0.31578947,0.49322917,0.58163265,0.86830015,86.81693844,7.505962486163147,133.3302749420569,Starling Marte,9241,516782
2022,Xander Bogaerts,BOS,0.26989336,0.4568,0.58054711,0.84501845,88.13089456644144,10.169895540730337,133.26878273125635,Xander Bogaerts,12161,593428
2023,Chas McCormick,HOU,0.30120482,0.48476454,0.56,0.81,88.00856899207747,14.562424350792254,133.2324821385811,Chas McCormick,19599,676801
2021,Mike Zunino,TBR,0.2664042,0.46804261,0.36453202,0.742,90.67453395730197,23.179542465965348,133.1363165281403,Mike Zunino,13265,572287
2021,Carlos Correa,HOU,0.22965779,0.42068966,0.59933775,0.88190955,90.21350070224719,12.125226035814606,132.95456314337574,Carlos Correa,14162,621043
2021,Yuli Gurriel,HOU,0.24312715,0.42801047,0.76678445,0.92550143,89.84464003164557,13.407221411853904,132.71475454540797,Yuli Gurriel,19198,493329
2022,George Springer,TOR,0.23814042,0.50942529,0.47011952,0.81913652,88.73251086630695,13.850280322616907,132.59931680684383,George Springer,12856,543807
2021,Rafael Devers,BOS,0.32398754,0.53477218,0.62740385,0.79501085,92.91948253062361,13.063310177129733,132.50393810827188,Rafael Devers,17350,646240
2022,Vladimir Guerrero Jr.,TOR,0.31037037,0.49730354,0.57995227,0.87385321,92.80795645393474,4.253357635,132.17307834896494,Vladimir Guerrero Jr.,19611,665489
2023,Zack Gelof,OAK,0.28545455,0.5030303,0.47133758,0.75471698,89.75174534574468,11.766069128158245,132.1250668047709,Zack Gelof,29766,680869
2023,Corbin Carroll,ARI,0.28363047,0.45533141,0.62857143,0.88624339,90.02394037356322,10.969893047411327,132.12104433132953,Corbin Carroll,25878,682998
2022,Eugenio Suárez,SEA,0.21671827,0.41841804,0.375,0.8,89.81218283,19.868943086716524,132.02477755786296,Eugenio Suarez,12552,553993
2021,Starling Marte,- - -,0.30348259,0.4870361,0.55737705,0.87901991,87.56194081763698,4.634811944830908,131.97125607507425,Starling Marte,9241,516782
2022,Brandon Nimmo,NYM,0.21128909,0.43653362,0.62093863,0.886873,89.39175196583514,6.124197672349512,131.9568681245405,Brandon Nimmo,12927,607043
2021,Teoscar Hernández,TOR,0.29188713,0.51834061,0.42598187,0.80724299,91.77941406,13.10814697265625,131.83245288722355,Teoscar Hernandez,13066,606192
2024,Tyler Fitzgerald,SFG,0.25949367,0.46616541,0.45731707,0.78947368,87.65233398,20.16572266,131.73701668564712,Tyler Fitzgerald,26208,666149
2022,Anthony Rizzo,NYY,0.2985782,0.45975379,0.61904762,0.86737805,89.40571489726027,19.33560841181507,131.42274770670375,Anthony Rizzo,3473,519203
2021,Pete Alonso,NYM,0.30508475,0.49303742,0.575,0.8538163,91.01923627002289,14.704249052488558,131.02243880746173,Pete Alonso,19251,624413
2024,Tyler O'Neill,BOS,0.24431256,0.44606855,0.42510121,0.77429467,90.86698757,20.19905150406004,130.99287972875246,Tyler O'Neill,15711,641933
2021,Marcus Semien,TOR,0.20221607,0.4509066,0.54794521,0.87719298,89.73472308168317,20.346209777227724,130.94209004165356,Marcus Semien,12533,543760
2024,Steven Kwan,CLE,0.18998979,0.38937644,0.79569892,0.96651446,86.25413821258907,14.928940580463182,130.8448970433866,Steven Kwan,24610,680757
2024,William Contreras,MIL,0.24298375,0.47366455,0.48632219,0.82960596,92.79600694444444,6.068364162071078,130.7339725377622,William Contreras,20503,661388
2021,Mookie Betts,LAD,0.1920591,0.40367384,0.57692308,0.92784993,90.34539794921875,18.937175750732422,130.7172033703091,Mookie Betts,13611,605141
2023,Luis Arraez,MIA,0.32869911,0.5080981,0.90332326,0.94784876,88.27125693160814,11.466990021372458,130.22199473472617,Luis Arraez,18568,650333
2023,Josh Lowe,TBR,0.35129933,0.53339882,0.54794521,0.81276006,89.14209700329911,14.286739594755117,130.16778966197364,Josh Lowe,19953,666139
2024,Lawrence Butler,OAK,0.28428094,0.47603306,0.56862745,0.82922824,91.11987861359935,11.255870508448696,130.13882191728166,Lawrence Butler,22542,671732
2022,Luis Arraez,MIN,0.25142392,0.42726896,0.90938511,0.95429363,88.94032547,12.85062638683432,130.10277018638016,Luis Arraez,18568,650333
2024,Rob Refsnyder,BOS,0.23076923,0.46006656,0.43410853,0.83962264,89.48038862179487,10.796798627804487,130.04588208676222,Rob Refsnyder,13770,608701
2024,Jackson Merrill,SDP,0.35714286,0.56729901,0.66410256,0.87528868,90.36597374,14.615308097989606,129.92374320193204,Jackson Merrill,29490,701538
2023,Sean Murphy,ATL,0.22969838,0.45881007,0.52525253,0.83940397,91.49381152701466,13.121493496737637,129.80658821677508,Sean Murphy,19352,669221
2021,Will Smith,LAD,0.20564516,0.41875,0.65686275,0.84557721,90.11716338734568,19.365895965952934,129.75325955024104,Will Smith,19197,669257
2022,Kyle Tucker,HOU,0.24471021,0.5265252,0.60150376,0.87459459,89.99462891,19.033137730189733,129.64229271781184,Kyle Tucker,18345,663656
2023,Brandon Nimmo,NYM,0.21417798,0.4229013,0.58098592,0.87717391,91.84103563474387,12.15539523594098,129.59202177985313,Brandon Nimmo,12927,607043
2023,Triston Casas,BOS,0.21518987,0.43646945,0.53846154,0.81443299,91.08440061,15.680870581454919,129.57848110529378,Triston Casas,22514,671213
2022,Teoscar Hernández,TOR,0.29270633,0.48847262,0.43278689,0.78089888,92.56876463436599,11.618992170614193,129.5304620266591,Teoscar Hernandez,13066,606192
2022,Bo Bichette,TOR,0.34311328,0.55947661,0.6128266,0.87373737,91.86459387651821,8.533244638790485,129.34172848499162,Bo Bichette,19612,666182
2024,David Fry,CLE,0.27012278,0.49240924,0.55555556,0.85218978,88.28947773129921,19.579941636934056,129.27790917019104,David Fry,24934,681807
2024,Anthony Santander,BAL,0.35065835,0.49744339,0.72924901,0.87733645,89.80796210106384,22.741362616356383,129.21949457357525,Anthony Santander,14551,623993
2021,Ty France,SEA,0.28980623,0.50292398,0.61046512,0.91162791,88.50333277925532,11.028897938829788,129.1675693760138,Ty France,17982,664034
2022,Alejandro Kirk,TOR,0.22916667,0.40954545,0.72727273,0.90895062,90.45510165662651,8.133787888746996,129.13776437793746,Alejandro Kirk,22581,672386
2023,Luke Raley,TBR,0.32035176,0.51585761,0.31764706,0.78413284,91.07205821349558,17.34883914373617,129.13658177973497,Luke Raley,19354,670042
2021,Xander Bogaerts,BOS,0.30031201,0.45708583,0.66233766,0.86184211,89.57853228672985,12.520385163655213,129.12394977901238,Xander Bogaerts,12161,593428
2022,Kyle Schwarber,PHI,0.21745152,0.40340514,0.49044586,0.81582054,93.25361535904256,19.18619358793218,129.09934398004665,Kyle Schwarber,16478,656941
2024,Jarren Duran,BOS,0.29543809,0.48171589,0.55637255,0.87629938,90.78071942667323,9.458808823980846,129.02479590194596,Jarren Duran,24617,680776
